LeftBreakpoint,RightBreakpoint,LeftStrand,RightStrand,Chromosome_Feature,Same_Strand,Reciprocal_Fusion,Splice_Site,Splice_Pattern_Class,Left_Exon,Right_Exon,5_loc,3_loc,5_gene_start,5_gene_end,5_gene_length,3_gene_start,3_gene_end,3_gene_length,alternate_junction_count,alternative_junction,exon_count5,exon_count3,label
112137080,137781372,+,+,Intrachromosomal,Yes,No,GT-GC,NonCanonicalPattern,8,8,E,S,112043218,112181936,138719,137774776,137782658,7883,1,No,16,8,1
32581937,30037832,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,1,2,E,S,32581732,32668067,86336,30028411,30038060,9650,1,No,10,2,1
64973586,6483184,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,8,19,E,E,64791619,64978267,186649,6481645,6544247,62603,1,No,9,19,1
71671937,66879160,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,3,4,E,E,71639768,71708643,68876,66876966,67804468,927503,1,No,9,4,1
1696667,145245687,-,+,Interchromosomal,No,No,GG-GC,NonCanonicalPattern,2,8,S,S,1682671,1709909,27239,145202919,145316843,113925,1,No,12,13,1
83710480,90293458,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,4,2,S,E,83685175,83736106,50932,90293098,90294540,1443,1,No,8,2,1
9442245,8936373,+,+,Intrachromosomal,Yes,No,GT-GA,NonCanonicalPattern,8,3,E,S,9406169,9469674,63506,8932701,8941626,8926,1,No,25,5,1
106395051,107016798,-,-,Intrachromosomal,Yes,No,AG-AG,NonCanonicalPattern,1,23,S,E,106290234,106395227,104994,106967237,107237385,270149,1,No,6,24,1
72141356,67235563,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,2,2,S,E,72003469,72145568,142100,67231819,67236731,4913,1,No,17,7,1
41362953,57522178,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,1,3,E,E,41362804,41702061,339258,57514154,57547872,33719,1,No,27,5,1
48213550,81528595,-,+,Intrachromosomal,No,No,GG-GG,NonCanonicalPattern,1,3,S,S,48176505,48213763,37259,81471809,81649582,177774,1,No,25,16,1
56391159,66205886,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,60,1,S,E,56322785,56819413,496629,64429876,66417118,1987243,2,Yes,94,9,1
28999848,28796064,+,+,Intrachromosomal,Yes,No,GT-GA,NonCanonicalPattern,3,21,E,S,28974614,29025806,51193,28718982,28866613,147632,3,Yes,9,58,1
19746772,16126966,+,+,Intrachromosomal,Yes,No,GT-GA,NonCanonicalPattern,5,6,E,S,19727778,19868861,141084,16043434,16236931,193498,1,No,10,31,1
115439737,134165111,+,+,Intrachromosomal,Yes,No,GT-GA,NonCanonicalPattern,1,7,E,S,115438935,115490664,51730,134145614,134195010,49397,1,No,7,11,1
53746259,53600101,-,-,Intrachromosomal,Yes,No,TG-AG,NonCanonicalPattern,4,2,S,E,53711212,53793821,82610,53552855,53608289,55435,1,No,19,11,1
114164739,113047335,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,7,2,E,S,114145308,114204544,59237,113030669,113089001,58333,1,No,13,7,1
122517172,99478801,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,1,16,E,E,122516760,122517172,413,99129071,100378432,1249362,1,No,1,26,1
38308749,111434014,-,+,Interchromosomal,No,No,GG-GG,NonCanonicalPattern,5,3,S,S,38123189,38362503,239315,111413821,111442558,28738,1,No,12,9,1
48213550,48393908,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,2,S,E,48176505,48213763,37259,48366748,48398285,31538,1,No,25,54,1
78225328,37627132,-,+,Interchromosomal,No,No,GG-GT,NonCanonicalPattern,1,2,S,S,78161672,78225537,63866,37617739,37690800,73062,2,Yes,22,14,1
71126138,102731876,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,4,5,S,E,71024267,71316020,291754,102698770,103137135,438366,1,No,23,7,1
232104754,206305094,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,9,19,E,S,232063342,232209914,146573,205410516,206480537,1070022,1,No,21,22,1
108226110,103082008,-,-,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,19,2,S,E,108113782,108507545,393764,103079951,103087158,7208,1,No,27,3,1
26774056,31256251,-,+,Intrachromosomal,No,No,GG-GC,NonCanonicalPattern,26,24,S,S,26488285,26986131,497847,31226779,31257725,30947,1,No,57,26,1
1207202,1231274,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,1,9,E,E,1205798,1228434,22637,1229947,1237990,8044,1,No,10,9,1
15691617,233734995,-,+,Intrachromosomal,No,No,GG-GT,NonCanonicalPattern,6,1,S,M,15307032,15701454,394423,233734994,233741107,6114,1,No,52,3,1
28515448,31106915,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,6,2,E,S,28410133,28703099,292967,31079838,31149537,69700,1,No,12,8,1
10782211,11134194,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,4,19,E,S,10764937,10803095,38159,11071598,11172958,101361,1,No,18,33,1
123243212,60461834,-,+,Intrachromosomal,No,No,GG-GA,NonCanonicalPattern,15,3,S,S,123237844,123357972,120129,60272904,60588845,315942,1,No,16,21,1
7857193,8099009,-,-,Intrachromosomal,Yes,No,AG-AG,NonCanonicalPattern,4,3,S,E,7760440,7941653,181214,7967037,8160559,193523,3,Yes,18,21,1
33535155,33703908,-,-,Intrachromosomal,Yes,No,AG-AG,NonCanonicalPattern,2,3,S,E,33469498,33555794,86297,33699570,33716756,17187,2,Yes,15,11,1
82357696,102295579,-,+,Intrachromosomal,No,No,GG-GT,NonCanonicalPattern,3,12,S,S,82351986,82373179,21194,102201527,102365417,163891,1,No,4,25,1
37840850,133622507,-,-,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,3,10,S,E,37827375,37844310,16936,133584447,133687813,103367,1,No,8,12,1
79397023,6047515,-,-,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,2,S,E,78629360,79397577,768218,5993175,6110664,117490,1,No,27,17,1
50124879,54982906,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,11,2,E,E,50094912,50129696,34785,54976210,54984422,8213,1,No,14,3,1
100888132,96443127,+,+,Intrachromosomal,Yes,No,GT-GA,NonCanonicalPattern,7,12,E,S,100741337,101182689,441353,96329402,96447242,117841,1,No,23,12,1
125551266,69980050,-,+,Interchromosomal,No,No,GG-GG,NonCanonicalPattern,1,2,S,S,125500749,125551311,50563,69979208,69995357,16150,1,No,12,16,1
112204900,81242101,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,1,3,E,E,112204346,112247784,43439,81191171,81331694,140524,1,No,13,6,1
86523367,86570555,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,3,2,S,E,86451613,86536342,84730,86553226,86571663,18438,1,No,18,4,1
32068585,35782087,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,4,5,E,S,32030591,32330430,299840,35761574,35786680,25107,1,No,11,7,1
95376535,76997034,+,+,Intrachromosomal,Yes,No,GT-GA,NonCanonicalPattern,2,2,E,S,95373038,95589377,216340,76932337,77033955,101619,1,No,13,11,1
180630524,186756530,+,+,Intrachromosomal,Yes,No,GT-GA,NonCanonicalPattern,1,3,E,S,180630452,180694950,64499,186648516,186796341,147826,1,No,16,7,1
106649847,168265231,-,+,Intrachromosomal,No,No,GG-GG,NonCanonicalPattern,7,2,S,S,106632352,106773695,141344,168227671,168372703,145033,1,No,8,34,1
48712536,35366944,-,+,Interchromosomal,No,No,GG-GA,NonCanonicalPattern,2,11,S,S,48499380,48782316,282937,35161989,35405332,243344,1,No,64,39,1
18435693,58218102,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,2,6,E,E,18414474,18801352,386879,58213710,58240747,27038,1,No,32,8,1
39074213,39141243,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,2,4,S,E,38938022,39074501,136480,39105357,39219667,114311,2,Yes,38,18,1
57126702,56660378,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,1,2,E,S,57126510,57181876,55367,56659585,56661024,1440,1,No,16,3,1
85008819,78676719,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,2,25,M,E,85006155,85009464,3310,78646390,79639061,992672,1,No,2,30,1
45646891,45989371,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,8,9,E,E,45596431,45649730,53300,45988550,46000313,11764,1,No,13,10,1
172428637,172674614,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,6,S,E,172348435,172429006,80572,172607147,172859032,251886,1,No,5,11,1
51302551,51297145,-,+,Intrachromosomal,No,No,GG-GG,NonCanonicalPattern,3,8,S,S,51300961,51307974,7014,51293672,51298481,4810,1,No,4,11,1
103032465,103317523,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,3,21,S,E,102698770,103137135,438366,103265569,103424495,158927,4,Yes,8,59,1
57784732,30621313,-,+,Intrachromosomal,No,No,GG-GG,NonCanonicalPattern,1,5,S,S,57774667,57784856,10190,30593195,30651680,58486,1,No,2,9,1
2549248,2324074,+,+,Intrachromosomal,Yes,No,GT-GC,NonCanonicalPattern,2,2,E,S,2466221,2870340,404120,2323243,2339430,16188,1,No,16,10,1
163899928,44084366,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,3,2,E,E,163835675,163994896,159222,44081372,44095191,13820,1,No,6,3,1
73047309,422844,+,+,Interchromosomal,Yes,No,GT-GA,NonCanonicalPattern,2,6,E,S,73046119,73115011,68893,304291,438406,134116,1,No,9,12,1
78591904,206902055,-,+,Interchromosomal,No,No,GG-GA,NonCanonicalPattern,1,2,S,S,78575577,78591940,16364,206858289,206907626,49338,1,No,11,10,1
3140777,3250090,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,6,2,S,E,3108346,3186582,78237,3249041,3253616,4576,1,No,21,2,1
119380603,112898407,-,+,Intrachromosomal,No,No,GG-GA,NonCanonicalPattern,19,8,S,S,119187507,120177317,989811,112542577,112934792,392216,1,No,23,10,1
47764096,45368528,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,5,2,E,S,47759731,47775210,15480,45349393,45392485,43093,1,No,12,6,1
3186619,130761552,+,+,Interchromosomal,Yes,No,GT-GA,NonCanonicalPattern,1,2,E,S,3186557,3395730,209174,130758262,130764212,5951,1,No,9,2,1
6237963,17216659,-,-,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,10,2,S,E,5954705,6414910,460206,17184982,17243681,58700,1,No,20,10,1
102768930,103143677,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,2,52,S,E,102740023,102789569,49547,103112231,103629963,517733,1,No,6,65,1
16722470,110303777,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,5,6,E,E,16685759,16746147,60389,110303110,111202347,899238,1,No,12,6,1
41546202,40681649,+,+,Intrachromosomal,Yes,Yes,GT-GG,NonCanonicalPattern,14,10,E,S,41488614,41576081,87468,40440821,40731812,290992,1,No,31,21,1
56363360,56719238,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,5,9,E,E,56360556,56366568,6013,56710718,56727825,17108,1,No,7,26,1
75802911,75526518,+,+,Intrachromosomal,Yes,No,GT-GC,NonCanonicalPattern,2,14,E,S,75757872,75879918,122047,75504132,75531919,27788,1,No,22,24,1
246811339,240990472,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,9,10,E,E,246729639,246831884,102246,240938817,241520478,581662,1,No,11,18,1
21284111,19915743,+,+,Intrachromosomal,Yes,No,GT-GC,NonCanonicalPattern,1,2,E,S,21283942,21370463,86522,19870210,19983100,112891,1,No,30,11,1
94608391,25611230,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,1,15,E,E,94594470,94819251,224782,25600112,25896503,296392,1,No,22,18,1
37734627,35647877,-,+,Intrachromosomal,No,No,GG-GG,NonCanonicalPattern,2,17,S,S,37716470,37757003,40534,35092975,35652181,559207,1,No,5,17,1
11998801,55214834,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,1,3,E,E,11998670,12025366,26697,55199325,55277734,78410,1,No,5,8,1
19615651,19473496,+,+,Intrachromosomal,Yes,No,GT-GC,NonCanonicalPattern,2,13,E,S,19592608,19675173,82566,19282648,19529334,246687,1,No,9,27,1
68718727,67836404,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,10,7,E,E,68678151,68732957,54807,67820326,67888858,68533,1,No,16,12,1
57529518,31696522,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,1,3,E,E,57529234,57586652,57419,31694817,31698039,3223,1,No,20,7,1
33481420,33984243,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,14,5,S,E,33469498,33555794,86297,33877861,34012801,134941,1,No,15,15,1
72509750,94942190,-,+,Intrachromosomal,No,No,GG-GA,NonCanonicalPattern,3,14,S,S,72491370,72523684,32315,94841495,95022263,180769,1,No,11,22,1
80231182,80285168,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,2,S,E,80202238,80231573,29336,80278900,80291921,13022,2,Yes,9,5,1
62259204,62417471,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,5,2,S,E,62201016,62314332,113317,62414320,62420774,6455,1,No,6,2,1
38314874,43435911,-,-,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,2,11,S,E,38268656,38326352,57697,43435645,43485429,49785,1,No,18,11,1
53193696,56669863,-,+,Intrachromosomal,No,No,GG-GG,NonCanonicalPattern,1,4,S,S,53115617,53193886,78270,56652556,56672262,19707,1,No,7,5,1
48337504,10822837,+,+,Interchromosomal,Yes,No,GT-GA,NonCanonicalPattern,5,6,E,S,48334549,48344752,10204,10812112,10824043,11932,1,No,13,10,1
53079832,52720785,-,+,Intrachromosomal,No,No,GG-GA,NonCanonicalPattern,1,2,S,S,52938627,53080070,141444,52719936,52728513,8578,1,No,22,15,1
12885483,13135835,-,+,Intrachromosomal,No,No,GG-GG,NonCanonicalPattern,3,2,S,S,12873817,12886434,12618,13106584,13209610,103027,1,No,22,10,1
11394062,2191101,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,6,3,S,E,11292421,11643561,351141,2185159,2193035,7877,1,No,11,14,1
27437835,31197944,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,2,4,S,E,27399383,27443321,43939,31133563,31320866,187304,1,No,19,7,1
197791194,133430878,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,20,S,E,197697728,197791454,93727,133429372,134326031,896660,1,No,27,20,1
37793484,38061217,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,1,8,E,E,37793412,37819737,26326,38060848,38074903,14056,1,No,15,8,1
95825056,99715584,-,+,Intrachromosomal,No,No,GG-GA,NonCanonicalPattern,2,5,S,S,95711440,96076344,364905,98891871,100227473,1335603,1,No,5,25,1
81754595,37935866,-,-,Interchromosomal,Yes,No,AG-AG,NonCanonicalPattern,2,3,S,E,81538850,81810950,272101,37902059,37958339,56281,1,No,16,6,1
64634357,22451063,+,+,Interchromosomal,Yes,No,GT-GA,NonCanonicalPattern,92,2,E,S,64319683,64693167,373485,22446840,22452472,5633,1,No,115,2,1
12526016,11399892,+,+,Intrachromosomal,Yes,No,GT-GA,NonCanonicalPattern,1,12,E,S,12525931,12574820,48890,11314010,11599139,285130,1,No,9,17,1
65432016,66378928,-,+,Intrachromosomal,No,Yes,GG-GG,NonCanonicalPattern,1,2,S,S,65298906,65432187,133282,66258193,66840262,582070,1,No,25,17,1
42848504,91072928,-,-,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,8,10,S,E,42836478,42880085,43608,91070838,91095107,24270,1,No,14,11,1
69925836,83379704,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,3,8,E,S,69864129,69973562,109434,83080934,83528065,447132,1,No,10,12,1
396148,64901089,-,-,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,2,2,S,E,337440,402464,65025,64894751,64902003,7253,1,No,11,16,1
63918711,64039275,-,-,Intrachromosomal,Yes,Yes,GG-AG,NonCanonicalPattern,3,3,S,E,63766030,63933585,167556,64037300,64052176,14877,2,Yes,11,4,1
99060698,120638960,-,-,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,2,3,S,E,98997589,99064434,66846,120569319,120651106,81788,1,No,11,25,1
55290612,102213971,-,-,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,3,S,E,55236694,55290763,54070,102209266,102217960,8695,1,No,17,5,1
17983203,17657464,+,+,Intrachromosomal,Yes,No,GT-GC,NonCanonicalPattern,23,2,E,S,17866330,18024370,158041,17634690,17690495,55806,2,Yes,27,16,1
35842268,47741124,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,9,7,E,E,35807456,35870026,62571,47729876,47804904,75029,1,No,17,14,1
117747307,31266416,-,+,Interchromosomal,No,No,GG-GA,NonCanonicalPattern,1,3,S,S,117707693,117747367,39675,31090793,31303811,213019,1,No,8,14,1
69140559,112184853,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,1,15,E,S,69139936,69159853,19918,112123857,112194911,71055,1,No,5,18,1
56886178,56993267,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,2,2,E,S,56884771,56942563,57793,56964245,57021963,57719,1,No,7,6,1
100447702,207941124,+,+,Interchromosomal,Yes,No,GT-GT,NonCanonicalPattern,4,7,E,S,100428160,100467811,39652,207925402,207968858,43457,1,No,8,13,1
2975559,2062454,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,5,7,S,E,2966849,2986303,19455,2055214,2113677,58464,1,No,10,9,1
78128692,77820627,-,-,Intrachromosomal,Yes,No,TG-AG,NonCanonicalPattern,1,9,S,E,77926342,78128766,202425,77811988,77850699,38712,1,No,10,13,1
49823787,49950792,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,2,S,E,49761728,49823973,62246,49946302,49967445,21144,2,Yes,5,5,1
11468400,140487384,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,18,9,E,E,11314010,11599139,285130,140433812,140624564,190753,1,No,19,18,1
160964190,160335232,-,-,Intrachromosomal,Yes,Yes,GG-AG,NonCanonicalPattern,14,3,S,E,160958233,161056590,98358,160175490,160473059,297570,1,No,15,37,1
32078107,30253889,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,1,3,E,E,32077928,32237837,159910,30252261,30310656,58396,1,No,11,3,1
38182409,37791860,-,+,Intrachromosomal,No,No,GG-GC,NonCanonicalPattern,18,6,S,S,38175350,38210889,35540,37783179,37792878,9700,1,No,25,7,1
40034474,39916724,-,+,Intrachromosomal,No,No,GG-GG,NonCanonicalPattern,6,50,S,S,40026485,40042521,16037,39547118,39952789,405672,1,No,15,64,1
118550667,130221282,-,+,Interchromosomal,No,No,GG-GG,NonCanonicalPattern,31,6,S,S,118496288,118727848,231561,130213792,130265778,51987,1,No,49,25,1
40655613,38977336,-,-,Intrachromosomal,Yes,No,TG-AG,NonCanonicalPattern,1,2,S,E,40339286,40739575,400290,38970741,38978636,7896,1,No,9,8,1
47142862,47177502,-,+,Intrachromosomal,No,No,GG-GA,NonCanonicalPattern,1,2,S,S,47129013,47142949,13937,47168313,47303275,134963,1,No,4,20,1
39606146,99521226,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,1,2,E,E,39606009,39612471,6463,99521168,99527243,6076,1,No,3,2,1
118407351,100843098,+,+,Interchromosomal,Yes,No,GT-GG,NonCanonicalPattern,1,5,E,S,118407084,118584822,177739,100818959,100845365,26407,1,No,43,6,1
141206058,140997184,+,+,Intrachromosomal,Yes,No,GT-GT,NonCanonicalPattern,1,3,E,S,141205926,141331197,125272,140950682,141013486,62805,1,No,24,6,1
44038904,41829399,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,1,2,E,E,44038590,44064804,26215,41809374,41836464,27091,1,No,13,25,1
40324663,38713348,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,2,S,E,40315990,40324841,8852,38701649,38720317,18669,1,No,11,11,1
101716525,100779002,-,+,Intrachromosomal,No,No,AG-GG,NonCanonicalPattern,14,40,S,S,101715144,101734315,19172,100025494,100889808,864315,1,No,15,62,1
101362227,32409364,+,+,Interchromosomal,Yes,No,GT-GG,NonCanonicalPattern,2,3,E,S,101361632,101447311,85680,32280171,32411813,131643,1,No,12,4,1
157100605,155411423,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,1,1,E,S,157099086,157530402,431317,155411423,155578857,167435,1,No,20,26,1
129183624,28250927,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,5,11,E,E,129158968,129239191,80224,28247657,28315255,67599,1,No,27,12,1
16486203,53844696,-,+,Interchromosomal,No,No,TG-GA,NonCanonicalPattern,6,2,S,S,16299343,16761721,462379,53828356,53854748,26393,1,No,8,6,1
42264796,42166690,+,+,Intrachromosomal,Yes,No,GT-GA,NonCanonicalPattern,3,20,E,S,42229106,42302375,73270,42095518,42195459,99942,1,No,19,31,1
37660741,48652904,-,+,Interchromosomal,No,No,GG-GG,NonCanonicalPattern,2,8,S,S,37640990,37663615,22626,48638449,48704542,66094,1,No,6,34,1
27507331,29311635,-,+,Intrachromosomal,No,No,GG-GG,NonCanonicalPattern,1,2,S,S,27400528,27507407,106880,29297956,29326927,28972,1,No,41,4,1
25445331,24953625,+,+,Intrachromosomal,Yes,No,GT-GA,NonCanonicalPattern,4,2,E,S,25423941,25593415,169475,24951618,24968509,16892,1,No,11,4,1
117544922,117758502,+,+,Intrachromosomal,Yes,No,GT-GA,NonCanonicalPattern,12,32,E,S,117480042,117583924,103883,117629872,117820123,190252,1,No,20,53,1
38884329,38839172,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,11,6,E,S,38854505,38962780,108276,38831668,38846181,14514,1,No,22,9,1
209795881,191537827,-,+,Interchromosomal,No,No,GG-GG,NonCanonicalPattern,17,6,S,S,209788215,209825820,37606,191513848,191557492,43645,1,No,22,10,1
151204841,160854673,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,6,2,E,E,151171021,151222007,50987,160846330,160854960,8631,1,No,16,8,1
68040939,84373141,+,+,Intrachromosomal,Yes,No,GT-GA,NonCanonicalPattern,18,3,E,S,67835021,68099452,264432,84322838,84708594,385757,1,No,21,30,1
5399029,5765069,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,15,8,S,E,5346421,5463177,116757,5659678,5821292,161615,6,Yes,30,17,1
34955036,36726561,+,+,Intrachromosomal,Yes,No,GT-GA,NonCanonicalPattern,15,4,E,S,34919268,34960798,41531,36705504,36729676,24173,1,No,17,4,1
139415731,77732244,-,-,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,2,46,S,E,139413130,139477693,64564,77618792,77901177,282386,1,No,4,84,1
95940189,70149164,+,+,Interchromosomal,Yes,No,GT-GG,NonCanonicalPattern,1,2,E,S,95939662,96855597,915936,70132631,70216984,84354,1,No,27,10,1
50388991,50085678,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,2,7,E,S,50388297,50391500,3204,49977592,50114682,137091,1,No,4,21,1
102074108,101671378,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,1,3,E,S,102073996,102097268,23273,101459292,101927250,467959,1,No,4,24,1
44151688,43436140,+,+,Intrachromosomal,Yes,No,GT-GC,NonCanonicalPattern,7,16,E,S,44117099,44266980,149882,43380491,43515502,135012,1,No,14,24,1
211192206,212002665,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,6,2,S,E,210851657,211307457,455801,211916799,212004114,87316,1,No,11,8,1
74194161,69957813,-,+,Interchromosomal,No,No,CG-GG,NonCanonicalPattern,5,7,S,S,74181825,74253896,72072,69924408,70035651,111244,1,No,12,26,1
132036420,153784758,+,+,Interchromosomal,Yes,No,GT-GG,NonCanonicalPattern,1,3,E,S,132036211,132087146,50936,153701112,153833064,131953,1,No,11,8,1
11867247,12641914,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,2,8,E,E,11866207,11903201,36995,12625100,12705700,80601,1,No,11,17,1
148581256,150493662,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,2,S,E,148504475,148581414,76940,150488375,150498448,10074,1,No,19,6,1
55087058,235996967,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,1,2,E,E,55086725,55275031,188307,235824343,236030220,205878,1,No,10,53,1
96931607,17726674,-,+,Interchromosomal,No,No,GG-GA,NonCanonicalPattern,1,3,S,S,96916312,96931732,15421,17686124,17757907,71784,1,No,4,14,1
76209735,75949303,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,5,2,E,S,76196200,76226944,30745,75941348,75950968,9621,1,No,6,2,1
